Ticker,Stock,Secteur,Pays,Bourse de valeurs,Devise de marché,roe,de_ratio,roic,roe_avg_3y,roe_std_3y,roic_avg_3y,roic_std_3y,roic_persist_6y,roe_persist_6y,roic_persist20_6y,roe_persist20_6y,roic_downside_6y,roe_downside_6y,roic_drawdown_6y,roe_drawdown_6y,years_roic_6y,years_roe_6y,roic_persist10_6y,roe_persist10_6y,net_debt_to_ebit,total_equity,net_margin,revenue_growth_3y,assets_to_equity
"ALC","ALCON INC.","","Etats-Unis","NYSE","USD","4.50","0.02","4.17","4.72","0.19","3.81","0.73","0","0","0","0","2.45","3.68","7.41","12.69","6","6","0","0","-0.81","22014000000.00","9.42","4.88","1.43"
"JNJ","JOHNSON & JOHNSON","","Etats-Unis","NYSE","USD","35.03","0.59","19.73","34.46","14.12","19.66","0.09","6","6","0","6","2.33","5.01","0.00","58.46","6","6","6","6","0.32","81544000000.00","28.46","5.17","2.44"
"TRNO","TERRENO REALTY CORPORATION","","Etats-Unis","NYSE","USD","10.32","0.23","2.84","7.27","2.64","2.72","0.23","0","0","0","0","0.26","0.70","14.29","39.29","6","6","0","1","4.77","4146278000.00","84.59","21.33","1.30"
"ENHA","ENHANCED GROUP INC.","","Etats-Unis","NYSE","USD","160.84","0.00","","125.17","50.44","","","","2","","2","","35.67","","0.00","0","2","","2","","-27902844.00","","",""
"LXFR","LUXFER HOLDINGS PLC","","Etats-Unis","NYSE","USD","3.45","0.23","7.64","3.69","4.71","7.44","1.88","2","2","0","0","2.62","7.60","57.96","105.66","6","6","2","3","1.24","226400000.00","2.00","-2.55","1.63"
"SLB","SCHLUMBERGER LIMITED","","Etats-Unis","NYSE","USD","13.90","0.43","13.13","18.86","4.31","14.95","1.83","3","5","0","3","5.50","58.61","21.75","36.03","6","6","4","5","0.80","27291000000.00","9.66","3.81","2.01"
"AS","AMER SPORTS, INC.","","Etats-Unis","NYSE","USD","8.13","0.30","7.42","64.12","101.26","5.20","2.01","0","4","0","4","1.18","132.82","0.00","99.77","6","6","0","4","0.63","5820900000.00","6.71","22.60","1.73"
"TRN","TRINITY INDUSTRIES INC.","","Etats-Unis","NYSE","USD","22.61","4.75","3.45","14.91","6.76","3.64","0.40","0","2","0","1","1.30","12.82","15.85","48.27","6","6","0","3","14.62","1145300000.00","12.86","-14.97","7.36"
"FAF","FIRST AMERICAN FINANCIAL CORPORATION","","Etats-Unis","NYSE","USD","11.96","0.48","5.28","6.40","4.90","3.60","2.38","0","2","0","1","1.69","4.53","0.00","88.39","2","6","0","3","1.22","5524300000.00","8.40","11.41","2.94"
"LXP","LXP INDUSTRIAL TRUST","","Etats-Unis","NYSE","USD","5.64","0.62","1.22","3.04","2.26","1.31","0.09","0","1","0","0","0.19","2.90","58.75","91.37","6","6","0","1","22.17","2048378000.00","33.58","1.42","1.73"
"ANDG","ANDERSEN GROUP INC. CLASS A COMMON STOCK","","Etats-Unis","NYSE","USD","458.71","-16.23","18.49","458.71","","18.49","","1","1","0","1","","","","","1","1","1","1","3.49","-28377000.00","-15.52","",""
"TROX","TRONOX HOLDINGS PLC","","Etats-Unis","NYSE","USD","-29.20","2.34","-0.49","-15.46","13.21","1.39","1.65","0","3","0","2","2.26","24.30","105.45","154.91","6","6","0","3","","1449000000.00","-16.32","0.84","2.73"
"ALB","ALBEMARLE CORPORATION","","Etats-Unis","NYSE","USD","-4.66","0.34","0.37","0.87","15.81","-0.70","2.33","1","2","1","1","3.85","12.67","116.70","128.41","6","6","1","2","24.95","9781461000.00","-9.05","-26.87","1.67"
"TRP","TC ENERGY CORPORATION","","Etats-Unis","NYSE","USD","12.58","1.64","5.38","10.91","2.22","4.46","1.03","0","2","0","0","1.08","5.11","34.70","84.13","6","6","0","3","8.94","36899000000.00","26.87","-2.21","3.22"
"TRV","THE TRAVELERS COMPANIES, INC.","","Etats-Unis","NYSE","USD","20.70","0.28","5.83","17.50","4.11","5.36","0.66","0","4","0","1","0.47","2.19","0.00","10.63","2","6","0","5","-2.06","32894000000.00","12.88","8.64","4.37"
"TMO","THERMO FISHER SCIENTIFIC INC.","","Etats-Unis","NYSE","USD","13.02","0.74","7.08","13.08","0.06","6.97","0.10","2","6","0","1","0.99","1.66","47.40","36.39","6","6","2","6","3.61","53536000000.00","15.08","1.96","2.06"
"USFD","US FOODS HOLDING CORP","","Etats-Unis","NYSE","USD","","1.33","","","","","","","","","","","","","","0","0","","","","4307000000.00","","","3.24"
"SKT","TANGER FACTORY OUTLET CENTERS, INC.","","Etats-Unis","NYSE","USD","16.89","2.30","5.53","17.29","1.36","5.20","0.30","0","4","0","0","0.94","17.70","0.00","13.99","6","6","0","4","9.52","735104000.00","20.55","11.90","3.61"
"ENOV","ENOVIS CORPORATION","","Etats-Unis","NYSE","USD","-58.36","0.92","-0.38","-28.96","28.73","-1.04","0.75","0","0","0","0","0.70","36.79","0.00","3254.59","6","6","0","0","","1491902000.00","-52.65","14.75","2.57"
"AN","AUTONATION INC.","","Etats-Unis","NYSE","USD","27.05","4.35","6.59","34.88","11.39","8.96","3.34","3","5","0","5","2.98","17.81","64.11","56.55","6","6","3","6","7.73","2341100000.00","2.35","1.26","6.15"
"KD","KYNDRYL HOLDINGS INC.","","Etats-Unis","NYSE","USD","15.17","3.84","7.47","3.10","25.62","5.25","3.46","0","2","0","1","4.39","22.07","0.00","25.86","6","6","0","2","3.67","1292000000.00","1.32","-3.04","9.71"
"SKY","SKYLINE CHAMPION CORPORATION","","Etats-Unis","NYSE","USD","13.74","0.08","14.98","12.79","1.51","13.65","1.57","5","5","2","2","3.34","1.97","81.10","71.70","6","6","6","6","-2.06","1572937000.00","8.04","14.69","1.36"
"TREX","TREX COMPANY, INC.","","Etats-Unis","NYSE","USD","20.21","0.18","14.97","27.46","6.64","20.28","4.67","6","6","5","6","5.47","5.54","60.15","39.24","6","6","6","6","0.71","1034264000.00","16.22","3.56","1.41"
"MAX","MEDIAALPHA, INC.","","Etats-Unis","NYSE","USD","-70.96","-5.25","15.20","-13.25","68.64","5.64","36.68","3","2","1","2","29.11","45.24","316.58","172.31","6","6","3","3","3.00","-29194000.00","2.40","69.38",""
"TRU","TRANSUNION","","Etats-Unis","NYSE","USD","10.60","1.13","6.45","4.41","7.95","5.47","1.01","0","2","0","1","1.17","7.92","30.86","110.78","6","6","0","3","4.98","4545300000.00","10.27","9.29","2.44"
"TRTX","TPG RE FINANCE TRUST INC.","","Etats-Unis","NYSE","USD","5.53","3.08","","0.88","9.03","","","","0","","0","","9.26","","193.98","0","6","","1","","1068023000.00","39.87","11.32","4.13"
"TRGP","TARGA RESOURCES CORP.","","Etats-Unis","NYSE","USD","51.38","5.48","12.37","39.57","10.25","11.84","0.57","1","4","0","4","2.67","34.10","5.71","0.00","6","6","3","4","5.21","3198200000.00","11.49","2.97","7.89"
"ZWS","ZURN ELKAY WATER SOLUTIONS CORPORATION","","Etats-Unis","NYSE","USD","12.41","0.35","9.80","9.82","2.71","8.27","1.73","0","2","0","0","2.11","2.05","5.73","58.31","6","6","0","3","0.88","1603300000.00","11.68","5.26","1.67"
"SJM","THE J.M. SMUCKER COMPANY","","Etats-Unis","NYSE","USD","-2.39","1.28","6.76","-3.44","13.93","7.05","0.25","0","0","0","0","0.53","12.91","14.71","265.62","6","6","0","1","5.23","5543800000.00","-1.53","5.20","2.93"
"ACM","AECOM","","Etats-Unis","NYSE","USD","","1.20","","","","","","","","","","","","","","0","0","","","","2696184000.00","","","4.53"
"ALH","ALLIANCE LAUNDRY HOLDINGS INC.","","Etats-Unis","NYSE","USD","25.95","5.09","9.31","25.95","","9.31","","0","1","0","1","","","","","1","1","0","1","5.90","392118000.00","5.95","","7.36"
"EBS","EMERGENT BIOSOLUTIONS INC.","","Etats-Unis","NYSE","USD","10.46","1.09","6.83","-32.63","42.57","-1.94","7.78","2","2","0","1","7.34","46.45","147.79","453.38","6","6","2","3","3.27","522600000.00","7.46","-16.97","2.52"
"TPX","TEMPUR SEALY INTERNATIONAL INC.","","Etats-Unis","NYSE","USD","85.55","7.86","10.59","213.44","120.12","12.87","2.50","4","6","1","6","3.16","49.51","55.22","73.59","6","6","6","6","6.88","568300000.00","7.82","0.10","10.52"
"MATV","MATIV HOLDINGS INC.","","Etats-Unis","NYSE","USD","-49.72","2.17","1.84","-28.06","22.18","1.20","0.83","0","2","0","0","1.27","30.88","107.42","472.43","6","6","0","2","21.09","498700000.00","-16.98","-0.97","4.11"
"ABR","ARBOR REALTY TRUST INC.","","Etats-Unis","NYSE","USD","5.08","2.09","","8.87","3.79","","","","4","","0","","4.87","","72.89","0","6","","4","","3067153000.00","31.49","-16.62","4.73"
"AMRC","AMERESCO INC.","","Etats-Unis","NYSE","USD","5.22","1.73","2.76","5.77","0.85","2.34","0.43","0","1","0","0","1.07","3.04","65.39","58.27","6","6","0","3","14.58","1124235000.00","2.93","18.56","4.04"
"JHX","JAMES HARDIE INDUSTRIES PLC","","Etats-Unis","NYSE","USD","2.42","0.74","5.92","17.64","13.82","12.41","5.66","5","5","0","5","5.40","14.72","68.59","93.69","6","6","5","5","6.25","6425500000.00","2.15","10.84","2.13"
"TTI","TETRA TECHNOLOGIES INC.","","Etats-Unis","NYSE","USD","1.12","0.80","7.69","25.16","26.80","9.50","1.81","0","3","0","3","7.97","88.82","32.01","99.08","6","6","1","3","2.76","282487000.00","0.48","0.37","2.39"
"M","MACY'S INC.","","Etats-Unis","NYSE","USD","13.64","1.07","6.08","9.87","6.33","7.10","1.50","1","4","0","2","8.33","97.20","57.75","94.47","6","6","2","4","4.48","4860000000.00","2.84","-2.64","3.34"
"JPM","JPMORGAN CHASE & CO.","","Etats-Unis","NYSE","USD","16.13","1.38","","16.50","0.77","","","","5","","0","","3.74","","23.78","0","6","","6","","362438000000.00","31.37","8.33","12.21"
"KEYS","KEYSIGHT TECHNOLOGIES, INC.","","Etats-Unis","NYSE","USD","15.47","0.47","8.92","17.34","5.93","12.90","6.29","4","6","3","3","6.55","6.38","62.71","55.53","6","6","4","6","1.03","5881000000.00","15.81","-0.82","1.92"
"ARR","ARMOUR RESIDENTIAL REIT INC.","","Etats-Unis","NYSE","USD","17.82","0.00","","3.68","12.46","","","","1","","0","","15.00","","1477.03","0","6","","1","","2261053000.00","97.20","","9.29"
"MBGL","MOBILITY GLOBAL INC.","","Etats-Unis","NYSE","USD","1.21","0.02","1.65","1.50","0.40","1.66","0.01","0","0","0","0","0.01","0.29","1.20","32.02","2","2","0","0","0.64","11485000000.00","8.00","8.49","1.13"
"AJG","ARTHUR J. GALLAGHER & CO.","","Etats-Unis","NYSE","USD","6.91","0.58","7.01","8.69","1.54","7.89","0.82","0","3","0","0","0.63","2.73","18.87","49.82","6","6","0","3","4.73","23347000000.00","10.78","17.65","3.03"
"FG","F&G ANNUITIES & LIFE INC.","","Etats-Unis","NYSE","USD","6.03","0.46","0.65","7.27","10.06","0.99","0.48","0","3","0","1","0.34","10.62","51.13","107.28","2","6","0","4","-56.12","4917000000.00","4.99","12.74","20.02"
"AMR","ALPHA METALLURGICAL RESOURCES, INC.","","Etats-Unis","NYSE","USD","-3.86","0.01","-3.33","18.62","26.66","15.78","22.74","3","3","3","3","17.19","147.85","103.97","102.63","6","6","3","4","","1545495000.00","-2.90","-21.68","1.48"
"ALIT","ALIGHT, INC.","","Etats-Unis","NYSE","USD","-115.66","2.03","0.48","-42.18","63.67","0.00","0.77","0","0","0","0","0.83","64.74","124.65","3691.93","6","6","0","0","54.29","1046000000.00","-137.00","-18.55","4.37"
"EMR","EMERSON ELECTRIC CO.","","Etats-Unis","NYSE","USD","9.40","0.68","7.19","26.05","30.74","6.53","0.69","1","4","0","4","1.14","12.91","62.16","88.25","6","6","1","4","3.46","20298000000.00","12.47","9.00","2.07"
"AROC","ARCHROCK INC.","","Etats-Unis","NYSE","USD","22.90","1.62","11.27","16.91","5.49","9.28","1.82","0","3","0","1","2.20","9.93","31.37","0.00","6","6","1","3","4.20","1491479000.00","21.63","22.65","2.92"
"KBR","KBR INC.","","Etats-Unis","NYSE","USD","27.06","1.91","9.49","12.15","25.46","9.54","0.04","0","2","0","2","1.61","15.32","0.84","248.96","6","6","0","3","3.51","1512000000.00","5.18","5.80","4.35"
"ECG","EVERUS CONSTRUCTION GROUP, INC.","","Etats-Unis","NYSE","USD","38.34","0.59","21.38","34.76","3.10","20.21","1.31","4","4","2","4","1.75","0.24","8.07","0.30","4","4","4","4","0.76","629818000.00","5.39","14.56","2.74"
"KR","KROGER CO.","","Etats-Unis","NYSE","USD","14.41","4.16","4.73","20.45","6.24","6.76","2.01","0","6","0","4","1.84","4.84","49.47","46.83","6","6","0","6","10.64","5936000000.00","0.69","-0.80","8.42"
"AIZ","ASSURANT INC.","","Etats-Unis","NYSE","USD","15.90","0.38","3.05","15.15","0.85","2.89","0.23","0","4","0","1","0.16","6.75","0.00","76.06","2","6","0","4","-1.96","5871600000.00","6.81","7.29","6.18"
"AMPX","AMPRIUS TECHNOLOGIES INC.","","Etats-Unis","NYSE","USD","-49.63","0.38","-30.66","-58.04","10.01","-55.77","21.82","0","0","0","0","71.52","332.88","0.00","0.00","6","6","0","0","","103815000.00","-59.80","186.01","1.51"
"AMPY","AMPLIFY ENERGY CORP.","","Etats-Unis","NYSE","USD","10.14","0.01","-0.62","72.21","113.54","4.31","4.81","2","3","2","3","8.77","120.70","101.08","112.12","6","6","2","4","","458723000.00","16.69","-7.47","1.31"
"KRC","KILROY REALTY CORPORATION","","Etats-Unis","NYSE","USD","5.38","0.84","2.24","4.57","0.70","2.27","0.07","0","1","0","0","0.13","0.32","12.65","65.64","6","6","0","1","14.49","5637743000.00","27.20","-0.76","1.94"
"TU","TELUS CORPORATION","","Etats-Unis","NYSE","USD","5.36","1.90","3.80","4.99","0.35","3.52","0.32","0","0","0","0","0.66","2.72","34.02","60.71","6","6","0","3","11.62","16579000000.00","3.82","0.85","3.60"
"KFY","KORN FERRY","","Etats-Unis","NYSE","USD","14.58","0.30","17.90","12.89","2.37","17.23","0.99","5","4","1","1","3.95","3.59","45.33","55.09","6","6","6","5","-4.37","1978903000.00","9.56","2.53","2.05"
"KREF","KKR REAL ESTATE FINANCE TRUST INC.","","Etats-Unis","NYSE","USD","-3.85","3.37","","-1.18","3.26","","","","0","","0","","4.54","","133.77","0","6","","1","","1225204000.00","-44.69","-19.70","5.28"
"ABM","ABM INDUSTRIES INC.","","Etats-Unis","NYSE","USD","9.10","0.94","6.13","9.31","4.87","6.01","2.33","0","2","0","0","1.84","5.49","56.16","68.16","6","6","0","2","4.84","1785600000.00","1.86","3.93","2.95"
"KEY","KEYCORP","","Etats-Unis","NYSE","USD","9.49","0.54","","5.13","5.45","","","","2","","0","","5.57","","106.61","0","6","","2","","20381000000.00","25.11","8.27","9.05"
"KEX","KIRBY CORPORATION","","Etats-Unis","NYSE","USD","10.55","0.34","7.06","8.82","1.70","6.35","1.18","0","0","0","0","2.07","11.61","42.49","0.00","6","6","0","1","2.15","3382793000.00","10.57","4.31","1.78"
"AMRZ","AMRIZE LTD.","","Etats-Unis","NYSE","USD","8.90","0.48","7.47","9.78","1.24","7.88","0.57","0","0","0","0","0.41","0.88","9.78","16.51","2","2","0","1","2.32","13254000000.00","10.00","0.95","1.83"
"ENB","ENBRIDGE INC.","","Etats-Unis","NYSE","USD","13.46","1.61","5.19","10.04","3.17","4.32","0.82","0","1","0","0","0.76","2.83","23.46","53.08","6","6","0","1","9.04","65188000000.00","11.95","22.21","3.35"
"KRMN","KARMAN HOLDINGS INC.","","Etats-Unis","NYSE","USD","6.00","1.53","5.68","5.04","2.30","6.57","1.50","0","0","0","0","2.32","8.68","31.57","10.58","4","4","0","0","7.59","382691000.00","3.68","29.60","2.89"
"AKR","ACADIA REALTY TRUST","","Etats-Unis","NYSE","USD","-1.55","0.73","1.03","-0.43","1.00","0.83","0.22","0","0","0","0","0.75","1.91","0.00","339.52","6","6","0","0","22.37","2629431000.00","-9.74","10.13","1.84"
"VAL","VALARIS LIMITED","","Etats-Unis","NYSE","USD","36.16","0.37","8.45","35.40","17.60","4.59","5.69","0","4","0","2","2.53","90.94","0.00","66.85","5","5","0","4","1.13","3171700000.00","41.33","15.23","1.67"
"TT","TRANE TECHNOLOGIES PLC","","Etats-Unis","NYSE","USD","36.50","0.54","22.97","34.44","2.91","20.56","2.57","5","6","2","5","4.39","10.36","0.00","0.00","6","6","6","6","0.72","8600900000.00","13.77","9.83","2.49"
"ACVA","ACV AUCTIONS INC.","","Etats-Unis","NYSE","USD","-15.21","0.44","-14.12","-16.32","1.32","-21.19","6.74","0","1","0","1","2.06","12.05","0.00","227.85","6","6","0","1","","429683000.00","-8.71","25.64","2.53"
"SARO","STANDARDAERO, INC.","","Etats-Unis","NYSE","USD","11.01","0.92","8.34","2.88","7.27","6.18","1.91","0","0","0","0","1.03","1.91","0.00","0.00","4","4","0","1","3.39","2667311000.00","4.58","15.26","2.46"
"FN","FABRINET","","Etats-Unis","NYSE","USD","21.33","0.00","30.60","19.20","1.87","26.97","3.17","6","6","6","1","3.16","2.78","13.39","3.20","6","6","6","6","-2.63","2454256000.00","10.19","26.88","1.59"
"KRG","KITE REALTY GROUP TRUST","","Etats-Unis","NYSE","USD","9.25","0.95","2.58","3.56","4.96","2.17","0.50","0","0","0","0","0.58","1.87","43.48","90.00","6","6","0","0","15.33","3191774000.00","36.18","1.29","2.09"
"SITE","SITEONE LANDSCAPE SUPPLY INC.","","Etats-Unis","NYSE","USD","9.61","0.58","7.22","10.04","2.21","7.37","1.36","2","4","0","2","2.55","4.21","63.14","68.61","6","6","3","4","3.32","1683200000.00","3.35","4.59","1.91"
"FF","FUTUREFUEL CORP","","Etats-Unis","NYSE","USD","-27.40","0.00","-36.74","-2.93","21.45","-9.30","24.33","0","2","0","0","24.40","19.88","480.73","317.29","6","6","0","2","","154708000.00","-51.59","-49.01","1.24"
"SITC","SITE CENTERS CORP.","","Etats-Unis","NYSE","USD","41.78","0.00","-0.81","31.25","16.32","0.70","1.90","0","3","0","2","2.26","5.53","126.13","0.00","6","6","0","3","","334765000.00","143.84","-52.42","1.25"
"TAC","TRANSALTA CORPORATION","","Etats-Unis","NYSE","USD","-9.55","2.96","0.18","15.89","26.64","5.52","5.44","0","2","0","1","3.17","10.55","98.37","121.91","6","6","1","2","59.11","1465000000.00","-6.57","-15.33","5.91"
"LRN","STRIDE, INC.","","Etats-Unis","NYSE","USD","21.74","0.33","28.67","20.89","1.43","25.32","6.21","3","5","2","2","4.67","5.22","1.58","0.00","6","6","5","5","-0.91","1632329000.00","13.43","11.10","1.49"
"TTE","TOTALENERGIES SE","","Etats-Unis","NYSE","USD","11.23","0.51","6.65","14.33","3.67","8.90","2.73","1","4","1","0","7.31","12.25","67.97","38.90","6","6","2","5","1.65","117523000000.00","7.33","-8.74","2.48"
"VAC","MARRIOTT VACATIONS WORLDWIDE CORPORATION","","Etats-Unis","NYSE","USD","-13.85","2.85","5.02","1.83","13.59","4.80","0.19","0","1","0","0","2.55","14.25","30.45","197.12","6","6","0","2","9.52","1993000000.00","-6.10","3.18","4.90"
"ITGR","INTEGER HOLDINGS CORPORATION","","Etats-Unis","NYSE","USD","6.11","0.75","6.47","6.64","0.87","6.20","0.46","0","0","0","0","0.65","0.78","11.13","35.01","6","6","0","0","5.42","1746643000.00","5.55","7.75","1.95"
"TTC","THE TORO COMPANY","","Etats-Unis","NYSE","USD","21.04","0.72","17.05","23.81","3.22","17.69","1.20","6","6","3","6","2.20","5.34","32.27","41.85","6","6","6","6","1.43","1453300000.00","7.01","-0.47","2.37"
"EAT","BRINKER INTERNATIONAL INC.","","Etats-Unis","NYSE","USD","119.57","3.96","23.87","3.41","261.54","18.92","6.85","2","2","2","2","2.99","146.61","35.05","35.97","6","6","3","2","2.62","443700000.00","8.39","14.69","6.34"
"ENS","ENERSYS","","Etats-Unis","NYSE","USD","15.34","0.62","13.72","17.05","2.40","13.83","1.05","3","3","0","0","2.68","3.43","17.33","22.49","6","6","3","4","1.58","1908872000.00","7.83","2.34","2.10"
"FERG","FERGUSON ENTERPRISES INC","","Etats-Unis","NYSE","USD","","1.02","","35.31","0.66","17.79","0.28","5","5","3","5","3.07","1.62","33.50","23.04","5","5","5","5","","5832000000.00","","3.80","3.04"
"RY","ROYAL BANK OF CANADA","","Etats-Unis","NYSE","USD","17.70","3.92","","17.70","","","","","3","","0","","4.31","","25.59","0","3","","3","","139151000000.00","30.62","","16.71"
"FBP","FIRST BANCORP PUERTO RICO","","Etats-Unis","NYSE","USD","18.97","0.15","","19.77","1.47","","","","5","","1","","8.60","","12.07","0","6","","5","","1966865000.00","35.86","3.53","9.73"
"RHI","ROBERT HALF INC.","","Etats-Unis","NYSE","USD","10.02","0.19","3.71","17.68","8.04","13.63","10.48","5","5","4","4","13.04","10.39","93.40","78.35","6","6","5","6","-2.86","1275857000.00","2.47","-8.27","2.24"
"SFL","SFL CORPORATION LTD.","","Etats-Unis","NYSE","USD","-2.53","2.67","3.30","5.80","7.51","4.84","1.59","0","3","0","0","2.71","23.22","49.00","112.93","6","6","0","3","13.59","960862000.00","-3.68","-1.32","3.79"
"EURN","EURONAV NV","","Etats-Unis","NYSE","USD","37.87","0.39","16.36","10.61","26.87","4.78","11.54","2","2","0","2","11.42","22.25","151.34","177.48","4","4","2","2","0.12","2357373000.00","69.47","71.53","1.45"
"TNL","TRAVEL + LEISURE CO.","","Etats-Unis","NYSE","USD","-24.70","-5.84","7.24","-37.98","11.55","9.55","2.10","0","1","0","1","4.85","5.47","36.16","273.65","6","6","2","1","9.40","-982000000.00","5.72","3.55",""
"ESAB","ESAB CORPORATION","","Etats-Unis","NYSE","USD","11.60","0.61","9.59","13.72","2.04","10.11","1.01","0","2","0","0","1.98","3.36","14.91","25.97","6","6","1","4","2.64","2211529000.00","8.21","1.21","2.16"
"YUMC","YUM CHINA HOLDINGS INC.","","Etats-Unis","NYSE","USD","16.03","0.38","11.50","14.37","1.71","10.32","1.07","0","5","0","0","2.49","4.14","42.34","55.41","6","6","2","5","0.72","6099000000.00","8.51","3.66","1.77"
"JBTM","JBT MAREL CORPORATION","","Etats-Unis","NYSE","USD","","0.42","","","","","","","","","","","","","","0","0","","","","4463800000.00","","","1.83"
"FLNG","FLEX LNG LTD.","","Etats-Unis","NYSE","USD","9.81","2.57","6.77","12.57","2.41","7.37","0.58","0","4","0","1","2.52","7.87","14.63","53.13","6","6","0","4","7.97","719257000.00","21.52","-3.20","3.65"
"ES","EVERSOURCE ENERGY","","Etats-Unis","NYSE","USD","10.78","1.84","4.24","4.48","6.90","3.60","0.57","0","0","0","0","0.19","6.80","11.83","131.18","6","6","0","1","9.99","16352839000.00","12.55","6.65","3.90"
"RGA","REINSURANCE GROUP OF AMERICA, INC.","","Etats-Unis","NYSE","USD","","0.42","","","","","","","","","","","","","","0","0","","","","13551000000.00","","","11.56"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","","Etats-Unis","NYSE","USD","23.18","0.76","7.91","15.20","6.92","6.68","1.11","0","1","0","1","0.89","3.59","18.57","6.47","6","6","0","4","3.36","12954000000.00","14.89","2.79","2.93"
